employee_id,gerencia,departamento,trayectoria,categoria,experiencia_tecnica_anios,salario_mensual_cop
E0864,Operaciones,Tecnología,Técnica,Analista,1,4004430
E0865,Talento,Recursos humanos,Directiva,Principal,19,20353120
E0866,Operaciones,Tecnología,Directiva,Senior,11,14898940
E0867,Comercial,Clientes mayoristas,Directiva,Senior,12,14748088
E0868,Comercial,Clientes mayoristas,Técnica,Especialista,8,9143213
E0869,Operaciones,Tecnología,Directiva,Especialista,6,10709502
E0870,Finanzas,Tesorería,Directiva,Senior,9,13241107
E0871,Comercial,Clientes mayoristas,Directiva,Senior,14,15403483
E0872,Operaciones,Tecnología,Técnica,Profesional,2,6217749
E0873,Comercial,Clientes mayoristas,Técnica,Principal,15,18628779
E0874,Talento,Recursos humanos,Directiva,Especialista,12,11513837
E0875,Comercial,Clientes mayoristas,Técnica,Senior,9,13222338
E0876,Talento,Recursos humanos,Directiva,Principal,18,20039762
E0877,Operaciones,Operaciones,Técnica,Especialista,12,9611600
E0878,Finanzas,Planeación financiera,Técnica,Especialista,10,9759808
E0879,Finanzas,Planeación financiera,Técnica,Especialista,13,10196287
E0880,Finanzas,Planeación financiera,Técnica,Senior,13,13378694
E0881,Operaciones,Tecnología,Técnica,Profesional,5,6512981
E0882,Comercial,Clientes menores,Técnica,Profesional,4,4840339
E0883,Comercial,Clientes mayoristas,Directiva,Principal,17,19626991
E0884,Operaciones,Tecnología,Técnica,Senior,12,13658871
E0885,Finanzas,Planeación financiera,Directiva,Principal,16,19157606
E0886,Operaciones,Tecnología,Técnica,Analista,0,4214643
E0887,Finanzas,Tesorería,Técnica,Senior,16,13031564
E0888,Operaciones,Operaciones,Técnica,Senior,9,12758276
E0889,Operaciones,Tecnología,Técnica,Profesional,4,6442285
E0890,Operaciones,Operaciones,Técnica,Especialista,5,8751586
E0891,Finanzas,Planeación financiera,Técnica,Profesional,7,6876526
E0892,Operaciones,Operaciones,Técnica,Especialista,12,10410264
E0893,Comercial,Clientes mayoristas,Técnica,Senior,12,13083075
E0894,Operaciones,Operaciones,Directiva,Principal,13,19343741
E0895,Comercial,Clientes menores,Directiva,Especialista,11,10986498
E0896,Comercial,Clientes mayoristas,Técnica,Especialista,5,8520652
E0897,Talento,Recursos humanos,Técnica,Profesional,3,5484579
E0898,Finanzas,Planeación financiera,Técnica,Profesional,8,7515503
E0899,Comercial,Clientes mayoristas,Técnica,Principal,19,18206451
E0900,Operaciones,Tecnología,Técnica,Profesional,10,7388961
E0901,Operaciones,Tecnología,Técnica,Especialista,12,9969170
E0902,Comercial,Clientes mayoristas,Directiva,Especialista,10,11921607
E0903,Operaciones,Operaciones,Directiva,Especialista,6,9780697
E0904,Talento,Recursos humanos,Técnica,Especialista,11,9558084
E0905,Operaciones,Tecnología,Técnica,Profesional,7,6561154
E0906,Comercial,Clientes mayoristas,Técnica,Senior,9,12538932
E0907,Comercial,Clientes menores,Técnica,Profesional,2,4458181
E0908,Comercial,Clientes menores,Técnica,Senior,13,12180701
E0909,Operaciones,Tecnología,Técnica,Especialista,8,9757961
E0910,Finanzas,Planeación financiera,Técnica,Profesional,6,6712533
E0911,Comercial,Clientes menores,Técnica,Profesional,12,7188367
E0912,Operaciones,Tecnología,Directiva,Senior,9,14684614
E0913,Finanzas,Tesorería,Técnica,Principal,15,17065582
E0914,Comercial,Clientes mayoristas,Técnica,Analista,5,4816362
E0915,Operaciones,Tecnología,Técnica,Profesional,13,8492498
E0916,Finanzas,Planeación financiera,Directiva,Principal,17,19473050
E0917,Comercial,Clientes mayoristas,Directiva,Senior,9,13937203
E0918,Talento,Recursos humanos,Técnica,Senior,15,12885463
E0919,Operaciones,Operaciones,Directiva,Profesional,7,8590875
E0920,Operaciones,Tecnología,Directiva,Especialista,6,11504569
E0921,Finanzas,Tesorería,Directiva,Senior,9,13642779
E0922,Comercial,Clientes menores,Técnica,Analista,4,3202093
E0923,Operaciones,Tecnología,Técnica,Especialista,11,10533522
E0924,Comercial,Clientes mayoristas,Directiva,Senior,12,15738496
E0925,Operaciones,Tecnología,Técnica,Principal,15,18397510
E0926,Operaciones,Operaciones,Técnica,Profesional,4,5915652
E0927,Talento,Recursos humanos,Técnica,Especialista,12,10092180
E0928,Operaciones,Tecnología,Técnica,Analista,7,6008585
E0929,Finanzas,Tesorería,Directiva,Principal,16,18601616
E0930,Operaciones,Tecnología,Directiva,Senior,8,14879218
E0931,Talento,Recursos humanos,Técnica,Analista,3,3710978
E0932,Comercial,Clientes mayoristas,Técnica,Especialista,5,8405070
E0933,Finanzas,Tesorería,Técnica,Especialista,13,9455624
E0934,Comercial,Clientes mayoristas,Directiva,Especialista,8,10668920
E0935,Operaciones,Operaciones,Técnica,Analista,6,3897017
E0936,Comercial,Clientes mayoristas,Directiva,Senior,14,15222381
E0937,Finanzas,Planeación financiera,Directiva,Senior,15,15724185
E0938,Operaciones,Tecnología,Técnica,Profesional,12,8971308
E0939,Finanzas,Planeación financiera,Técnica,Especialista,8,9180861
E0940,Talento,Recursos humanos,Técnica,Profesional,6,6204784
E0941,Comercial,Clientes mayoristas,Técnica,Especialista,7,8817301
E0942,Comercial,Clientes menores,Técnica,Senior,14,12548010
E0943,Operaciones,Tecnología,Directiva,Senior,13,16191471
E0944,Operaciones,Operaciones,Directiva,Especialista,9,10977551
E0945,Finanzas,Tesorería,Técnica,Profesional,9,7080692
E0946,Finanzas,Planeación financiera,Técnica,Senior,11,12611384
E0947,Finanzas,Tesorería,Técnica,Principal,16,16627125
E0948,Operaciones,Operaciones,Técnica,Profesional,6,6693037
E0949,Comercial,Clientes mayoristas,Técnica,Especialista,8,9711996
E0950,Operaciones,Tecnología,Directiva,Senior,10,15082265
E0951,Comercial,Clientes menores,Directiva,Profesional,3,7665871
E0952,Comercial,Clientes mayoristas,Técnica,Especialista,12,10957688
E0953,Finanzas,Planeación financiera,Técnica,Especialista,15,10853982
E0954,Operaciones,Tecnología,Técnica,Profesional,13,9223776
E0955,Operaciones,Tecnología,Técnica,Principal,12,17409149
E0956,Comercial,Clientes mayoristas,Directiva,Senior,8,14365053
E0957,Comercial,Clientes mayoristas,Directiva,Principal,18,19713707
E0958,Finanzas,Tesorería,Técnica,Especialista,7,8619069
E0959,Comercial,Clientes mayoristas,Técnica,Senior,14,13544577
E0960,Comercial,Clientes mayoristas,Técnica,Especialista,9,9111887
E0961,Talento,Recursos humanos,Técnica,Especialista,14,10428839
E0962,Finanzas,Planeación financiera,Técnica,Analista,3,3737603
E0963,Finanzas,Planeación financiera,Técnica,Especialista,5,7819201
E0964,Operaciones,Operaciones,Técnica,Analista,0,2650167
E0965,Comercial,Clientes menores,Técnica,Analista,9,4216642
E0966,Talento,Recursos humanos,Técnica,Senior,10,12133951
E0967,Talento,Recursos humanos,Técnica,Profesional,5,5713216
E0968,Operaciones,Tecnología,Técnica,Principal,19,19114666
E0969,Comercial,Clientes menores,Técnica,Especialista,5,7176087
E0970,Finanzas,Tesorería,Técnica,Senior,15,14030291
E0971,Talento,Recursos humanos,Directiva,Profesional,13,9696622
E0972,Finanzas,Planeación financiera,Directiva,Especialista,9,11300683
E0973,Comercial,Clientes menores,Técnica,Analista,3,3489376
E0974,Comercial,Clientes menores,Técnica,Especialista,7,7989475
E0975,Finanzas,Tesorería,Técnica,Senior,12,12553379
E0976,Operaciones,Tecnología,Directiva,Principal,14,20076298
E0977,Operaciones,Operaciones,Técnica,Principal,16,17383780
E0978,Operaciones,Operaciones,Técnica,Especialista,12,10297156
E0979,Operaciones,Operaciones,Técnica,Profesional,6,5940529
E0980,Finanzas,Planeación financiera,Técnica,Especialista,11,10102626
E0981,Talento,Recursos humanos,Técnica,Profesional,8,6986717
E0982,Comercial,Clientes mayoristas,Directiva,Especialista,14,11794750
E0983,Talento,Recursos humanos,Técnica,Senior,10,12261859
E0984,Comercial,Clientes mayoristas,Técnica,Senior,16,14680492
E0985,Operaciones,Operaciones,Técnica,Profesional,8,6861381
E0986,Comercial,Clientes mayoristas,Técnica,Especialista,13,11264513
E0987,Talento,Recursos humanos,Técnica,Senior,16,13875042
E0988,Operaciones,Operaciones,Directiva,Principal,12,18990385
E0989,Operaciones,Operaciones,Técnica,Especialista,13,10470935
E0990,Comercial,Clientes menores,Técnica,Especialista,11,8764475
E0991,Operaciones,Operaciones,Directiva,Especialista,13,12256372
E0992,Comercial,Clientes menores,Técnica,Analista,4,3345872
E0993,Talento,Recursos humanos,Técnica,Analista,7,4878896
E0994,Talento,Recursos humanos,Directiva,Senior,15,15539708
E0995,Finanzas,Planeación financiera,Técnica,Profesional,10,7075482
E0996,Comercial,Clientes menores,Técnica,Profesional,2,4092069
E0997,Operaciones,Operaciones,Técnica,Especialista,12,10047505
E0998,Comercial,Clientes menores,Técnica,Senior,14,12369077
E0999,Talento,Recursos humanos,Directiva,Senior,12,13824848
E1000,Finanzas,Planeación financiera,Directiva,Especialista,8,11000187
