customer_id,tenure_months,recent_transactions,recent_spend,digital_engagement,months_since_last_purchase,annual_fee,customer_value,retention_offer,retained_next_period
C0899,12,8,241.38,0.339,5.82,95,280.6,0,0
C0900,32,5,139.95,0.6218,0.43,95,199.46,0,0
C0901,29,8,118.47,0.3874,1.57,95,182.28,1,1
C0902,16,7,103.96,0.587,0.85,95,170.67,0,1
C0903,4,6,128.52,0.3498,2.64,95,190.32,1,0
C0904,29,7,183.47,0.715,0.07,50,211.78,1,1
C0905,58,9,163.82,0.5793,1.99,50,196.06,1,1
C0906,39,7,146.81,0.16,1.25,50,182.45,0,0
C0907,30,6,93.09,0.6863,0.81,0,114.47,0,0
C0908,8,6,88.47,0.7839,1.96,0,110.78,1,1
C0909,16,3,113.13,0.0659,1.98,95,178.0,0,0
C0910,18,9,186.82,0.61,1.46,50,214.46,0,1
C0911,46,9,202.98,0.7904,2.23,0,202.38,0,1
C0912,53,9,213.76,0.1147,0.38,0,211.01,1,1
C0913,54,4,149.88,0.9017,4.34,0,159.9,1,1
C0914,59,6,180.68,0.4148,4.64,0,184.54,1,1
C0915,59,4,136.52,0.7378,6.6,50,174.22,1,1
C0916,57,6,10.62,0.899,2.73,50,73.5,0,1
C0917,5,6,132.73,0.9896,0.93,0,146.18,1,0
C0918,9,7,119.97,0.5839,8.62,0,135.98,1,0
C0919,19,6,66.88,0.7043,2.12,0,93.5,0,0
C0920,34,5,104.61,0.2517,1.71,0,123.69,0,1
C0921,7,6,160.81,0.29,0.67,0,168.65,0,0
C0922,51,7,59.34,0.8508,2.51,50,112.47,1,0
C0923,37,7,93.14,0.3982,8.62,0,114.51,0,0
C0924,33,5,273.83,0.8224,2.05,95,306.56,0,1
C0925,11,6,21.78,0.0506,7.36,50,82.42,1,0
C0926,16,8,135.35,0.2183,5.37,0,148.28,1,1
C0927,10,5,56.7,0.1701,10.07,0,85.36,0,0
C0928,51,9,89.87,0.5271,5.09,0,111.9,1,1
C0929,35,11,134.18,0.0805,1.22,0,147.34,1,1
C0930,44,7,70.99,0.3439,5.48,95,144.29,0,0
C0931,18,9,195.91,0.9862,0.67,50,221.73,1,1
C0932,23,5,258.09,0.7942,0.2,50,271.47,1,1
C0933,25,8,217.33,0.7606,2.36,50,238.86,1,1
C0934,46,5,231.97,0.1351,3.9,95,273.08,1,1
C0935,47,5,39.62,0.3646,7.59,95,119.2,1,0
C0936,13,3,130.55,0.6806,0.16,0,144.44,1,0
C0937,57,13,187.39,0.0216,1.61,0,189.91,1,1
C0938,8,4,219.7,0.434,3.03,0,215.76,0,1
C0939,54,5,290.27,0.9286,0.97,0,272.22,0,1
C0940,7,7,235.52,0.0823,4.37,50,253.42,1,0
C0941,17,8,221.72,0.9063,0.47,0,217.38,1,1
C0942,51,2,360.69,0.1945,6.46,50,353.55,0,0
C0943,12,6,157.7,0.1891,4.92,0,166.16,0,0
C0944,25,9,126.88,0.1954,1.26,50,166.5,0,0
C0945,28,6,164.19,0.9313,2.02,0,171.35,0,0
C0946,15,6,76.8,0.6037,0.48,0,101.44,0,1
C0947,43,6,155.41,0.7508,7.35,95,211.83,1,1
C0948,51,2,11.85,0.3664,1.94,0,49.48,0,0
C0949,53,11,107.64,0.8733,1.38,50,151.11,1,1
C0950,21,7,140.77,0.5819,5.88,95,200.12,1,0
C0951,32,11,225.97,0.5998,1.58,0,220.78,1,1
C0952,16,4,238.89,0.7523,0.26,0,231.11,1,1
C0953,15,4,72.91,0.7736,2.85,0,98.33,0,0
C0954,11,7,316.08,0.6819,0.85,0,292.86,1,1
C0955,56,7,161.87,0.1189,2.8,95,217.0,1,1
C0956,53,5,169.2,0.8667,2.06,95,222.86,0,1
C0957,47,4,20.58,0.2609,0.24,0,56.46,1,1
C0958,32,4,100.4,0.9962,6.31,50,145.32,1,0
C0959,30,8,233.99,0.3855,2.62,95,274.69,1,1
C0960,32,5,163.58,0.12,4.22,0,170.86,0,0
C0961,33,2,158.63,0.3161,13.44,0,166.9,0,0
C0962,27,5,168.17,0.5735,2.35,95,222.04,1,1
C0963,9,4,34.54,0.3914,0.38,50,92.63,0,0
C0964,8,8,142.27,0.8287,6.81,0,153.82,0,0
C0965,57,5,262.67,0.6822,7.11,0,250.14,1,1
C0966,29,6,236.94,0.2135,0.77,0,229.55,1,0
C0967,57,6,139.98,0.5389,1.48,50,176.98,0,1
C0968,11,7,275.09,0.7875,1.01,50,285.07,0,0
C0969,34,6,49.27,0.8912,0.78,0,79.42,1,1
C0970,13,3,72.26,0.3949,6.19,50,122.81,1,0
C0971,16,3,299.09,0.9245,0.62,0,279.27,0,0
C0972,3,3,196.24,0.036,2.31,50,221.99,1,0
C0973,8,5,126.89,0.6767,1.01,50,166.51,0,1
C0974,55,1,145.57,0.782,2.0,0,156.46,1,0
C0975,20,5,85.47,0.4251,9.54,0,108.38,1,0
C0976,37,2,172.13,0.011,2.86,0,177.7,1,0
C0977,28,6,165.79,0.687,1.73,50,197.63,1,1
C0978,25,6,151.59,0.3426,1.03,50,186.27,0,0
C0979,32,8,57.22,0.1518,3.5,0,85.78,0,0
C0980,12,10,171.18,0.1571,3.67,95,224.44,1,1
C0981,59,5,107.64,0.7692,4.11,95,173.61,0,1
C0982,49,4,71.12,0.1874,1.23,0,96.9,1,0
C0983,45,7,251.34,0.4841,0.86,0,241.07,0,0
C0984,29,10,323.58,0.9704,1.01,50,323.86,0,1
C0985,10,10,305.41,0.7588,2.71,0,284.33,1,1
C0986,55,7,202.01,0.5472,3.61,95,249.11,0,1
C0987,21,5,128.75,0.5283,3.4,50,168.0,1,1
C0988,4,18,144.37,0.1673,2.25,0,155.5,0,1
C0989,21,6,182.45,0.4464,10.22,0,185.96,0,0
C0990,48,5,116.38,0.1449,1.35,0,133.1,0,1
C0991,38,4,255.5,0.0836,7.82,0,244.4,0,0
C0992,45,8,12.86,0.1091,1.7,0,50.29,1,0
C0993,48,7,126.34,0.6066,2.16,95,188.57,0,1
C0994,14,5,214.09,0.1936,19.66,50,236.27,0,0
C0995,56,5,82.39,0.1493,2.99,95,153.41,1,0
C0996,27,5,130.79,0.8671,6.71,0,144.63,0,0
C0997,39,6,197.49,0.122,4.88,0,197.99,0,0
C0998,1,3,271.46,0.7056,2.4,95,304.67,1,1
C0999,60,6,46.48,0.417,1.79,0,77.18,1,1
C1000,18,5,40.55,0.5791,3.51,0,72.44,0,0
C1001,5,7,74.32,0.0234,3.43,95,146.96,1,0
C1002,28,6,27.0,0.0,5.88,50,86.6,1,0
C1003,9,4,32.69,0.8172,4.09,95,113.65,0,0
C1004,10,8,72.19,0.4754,1.95,0,97.75,0,0
C1005,38,5,248.68,0.0713,4.09,50,263.94,1,0
C1006,24,4,125.03,0.3435,1.59,0,140.02,0,0
C1007,55,6,152.51,0.5064,0.47,0,162.01,1,1
C1008,20,8,73.56,0.1355,3.24,0,98.85,0,0
C1009,44,6,200.68,0.5463,0.57,95,248.04,0,1
C1010,28,7,300.06,0.5288,0.29,0,280.05,1,1
C1011,40,2,78.99,0.6028,2.75,50,128.19,1,1
C1012,36,11,287.98,0.8103,3.25,95,317.88,0,1
C1013,29,5,179.15,0.4128,0.63,50,208.32,0,1
C1014,57,8,151.35,0.8886,3.24,0,161.08,1,1
C1015,21,2,182.01,0.4747,3.46,50,210.61,1,0
C1016,11,6,181.24,0.4571,1.38,0,184.99,0,1
C1017,41,14,298.57,0.6557,4.83,0,278.86,0,1
C1018,51,6,191.62,0.6175,0.24,0,193.3,1,1
C1019,3,4,193.29,0.0114,3.37,50,219.63,0,0
C1020,28,4,116.28,0.9824,0.22,50,158.02,0,1
C1021,54,5,217.13,0.9427,0.44,95,261.2,0,0
C1022,45,12,73.45,0.2813,0.89,0,98.76,0,1
C1023,60,6,158.72,0.5586,5.46,0,166.98,1,1
C1024,32,6,380.66,0.7705,0.27,0,344.53,0,0
C1025,40,4,50.34,0.9205,3.52,95,127.77,1,0
C1026,19,1,168.65,0.5859,2.46,95,222.42,0,1
C1027,57,6,171.73,0.0189,0.14,95,224.88,0,1
C1028,23,7,131.75,0.6807,0.9,0,145.4,1,0
C1029,45,10,133.64,0.0931,5.24,0,146.91,1,1
C1030,25,8,157.31,0.6712,1.31,50,190.85,0,1
C1031,34,9,129.84,0.5874,4.83,0,143.87,0,1
C1032,43,5,167.76,0.6407,0.66,0,174.21,1,1
C1033,31,6,110.99,0.1893,3.74,0,128.79,1,0
C1034,55,4,311.79,0.4936,0.94,0,289.43,1,1
C1035,26,7,129.84,0.618,0.57,0,143.87,1,1
C1036,39,5,195.57,0.3003,1.51,95,243.96,0,0
C1037,21,5,96.48,0.1816,2.63,50,142.18,1,0
C1038,25,3,224.65,0.2227,0.23,50,244.72,0,0
C1039,27,6,208.68,0.858,1.05,0,206.94,0,1
C1040,8,10,183.54,0.4645,1.0,50,211.83,1,1
C1041,6,5,67.81,0.6611,0.79,0,94.25,0,0
C1042,40,6,89.81,0.5149,1.59,0,111.85,0,0
C1043,40,4,284.89,0.8341,0.18,0,267.91,0,1
C1044,40,5,88.92,0.5085,6.46,0,111.14,1,0
C1045,2,9,201.27,0.0933,3.46,95,248.52,1,1
C1046,20,9,74.43,0.198,0.19,95,147.04,1,0
C1047,13,7,230.67,0.0133,0.5,0,224.54,0,0
C1048,47,7,95.09,0.8315,0.93,50,141.07,0,0
C1049,52,10,72.94,0.6633,1.26,0,98.35,1,1
C1050,16,8,93.01,0.7592,14.74,0,114.41,1,0
C1051,40,6,105.7,0.715,3.44,50,149.56,0,1
C1052,9,7,182.37,0.8245,0.42,50,210.9,0,0
C1053,17,7,155.55,0.987,1.29,50,189.44,0,0
C1054,9,5,62.39,0.6535,1.36,0,89.91,0,0
C1055,18,4,147.76,0.2523,4.74,50,183.21,1,0
C1056,41,8,58.52,0.1014,1.46,0,86.82,1,0
C1057,55,7,201.48,0.5897,2.03,0,201.18,1,1
C1058,13,5,216.15,0.7708,6.27,0,212.92,0,1
C1059,33,3,148.08,0.5616,1.01,0,158.46,0,0
C1060,42,8,171.73,0.3036,5.43,0,177.38,1,0
C1061,57,2,290.17,0.7197,1.69,0,272.14,0,1
C1062,37,5,137.39,0.448,0.87,50,174.91,1,1
C1063,16,9,74.46,0.2866,1.78,0,99.57,1,0
C1064,38,10,196.34,0.8411,2.68,0,197.07,0,1
C1065,20,6,59.39,0.5765,2.57,95,135.01,0,0
C1066,59,6,133.15,0.2834,2.0,95,194.02,0,1
C1067,25,4,102.08,0.3286,0.51,0,121.66,1,0
C1068,41,12,93.85,0.5717,7.27,0,115.08,0,0
C1069,2,7,129.99,0.4229,1.12,0,143.99,0,0
C1070,25,9,221.99,0.1605,2.95,95,265.09,0,0
C1071,53,3,238.45,0.6105,2.53,0,230.76,1,1
C1072,37,7,224.1,0.6891,1.15,0,219.28,1,1
C1073,27,7,176.91,0.0001,6.66,50,206.53,1,0
C1074,56,8,129.38,0.5369,0.32,50,168.5,1,1
C1075,51,6,38.63,0.5772,1.66,0,70.9,0,1
C1076,20,4,179.41,0.3321,6.49,0,183.53,0,0
C1077,33,4,32.35,0.3387,0.14,0,65.88,0,0
C1078,30,5,3.87,0.3177,6.21,0,43.1,1,1
C1079,38,8,137.07,0.4453,1.51,0,149.66,1,1
C1080,21,12,171.17,0.8119,1.9,95,224.44,0,1
C1081,15,2,113.91,0.469,2.23,50,156.13,1,0
C1082,55,8,272.84,0.9936,0.16,50,283.27,0,1
C1083,56,5,186.97,0.3762,1.27,50,214.58,1,1
C1084,51,6,130.05,0.6993,0.64,50,169.04,1,1
C1085,59,4,260.9,0.549,6.76,0,248.72,1,0
C1086,45,6,275.21,0.7623,3.25,50,285.17,1,1
C1087,46,7,191.0,0.8884,1.16,0,192.8,1,1
C1088,46,9,87.98,0.5117,1.21,0,110.38,1,1
C1089,29,4,105.98,0.4945,0.3,0,124.78,1,1
C1090,28,4,34.26,0.9427,0.45,50,92.41,0,1
C1091,15,4,146.61,0.9337,5.33,50,182.29,0,0
C1092,39,5,66.0,0.997,0.08,0,92.8,1,0
C1093,18,5,123.67,0.1565,1.17,0,138.94,1,0
C1094,16,4,170.85,0.0036,6.42,95,224.18,1,0
C1095,36,7,8.7,0.4373,5.21,0,46.96,0,0
C1096,25,6,48.9,0.7333,1.94,0,79.12,0,1
C1097,14,7,109.45,0.0729,8.08,50,152.56,0,0
C1098,49,9,145.8,0.3736,7.41,50,181.64,1,0
C1099,52,2,110.49,0.5815,6.13,0,128.39,0,0
C1100,11,9,128.36,0.2125,1.89,0,142.69,0,0
C1101,1,7,93.51,0.7311,0.08,95,162.31,0,1
C1102,21,7,34.05,0.2295,5.52,0,67.24,0,0
C1103,48,8,107.22,0.8407,0.56,95,173.28,0,1
C1104,51,7,132.95,0.3483,0.71,50,171.36,1,1
C1105,9,9,125.17,0.5986,2.97,95,187.64,0,1
C1106,47,8,158.94,0.5442,2.63,0,167.15,0,1
C1107,8,4,183.51,0.2964,6.91,0,186.81,0,0
C1108,24,3,204.54,0.4391,1.2,0,203.63,0,1
C1109,60,4,99.32,0.846,9.56,0,119.46,1,0
C1110,12,5,23.94,0.5483,0.56,0,59.15,1,0
C1111,10,3,251.73,0.0556,1.44,0,241.38,1,0
C1112,26,10,180.84,0.713,0.64,0,184.67,1,1
C1113,38,4,73.63,0.1825,6.36,50,123.9,0,0
C1114,56,8,172.22,0.4861,2.04,0,177.78,1,1
C1115,59,5,235.44,0.4685,1.46,0,228.35,0,1
C1116,5,3,288.33,0.4865,7.13,0,270.66,1,0
C1117,9,10,170.05,0.031,0.59,50,201.04,1,1
C1118,48,5,234.77,0.2724,0.65,0,227.82,0,1
C1119,17,5,53.23,0.0507,1.34,50,107.58,0,0
C1120,53,7,147.13,0.415,3.22,0,157.7,0,0
C1121,40,6,123.2,0.6213,0.06,50,163.56,0,1
C1122,8,8,177.41,0.6541,0.55,50,206.93,0,0
C1123,50,5,278.9,0.0645,5.0,50,288.12,1,0
C1124,11,1,169.99,0.1189,2.56,50,200.99,0,0
C1125,26,2,74.98,0.6615,0.63,95,147.48,1,0
C1126,34,3,48.92,0.5312,3.76,0,79.14,1,0
C1127,31,6,281.66,0.8334,0.37,0,265.33,0,1
C1128,41,5,191.1,0.2051,3.48,95,240.38,0,1
C1129,40,3,185.85,0.1203,1.34,95,236.18,0,0
C1130,60,7,122.5,0.362,7.39,50,163.0,0,0
C1131,60,9,171.43,0.6371,0.87,0,177.14,0,1
C1132,31,6,71.04,0.486,1.4,0,96.83,0,1
C1133,7,6,180.98,0.0986,1.47,95,232.28,0,1
C1134,44,4,56.01,0.0713,0.33,50,109.81,1,0
C1135,59,5,121.26,0.6777,0.65,0,137.01,1,1
C1136,20,3,98.57,0.297,1.54,0,118.86,0,0
C1137,28,1,110.59,0.6695,0.69,50,153.47,1,0
C1138,26,6,122.26,0.2949,1.2,50,162.81,1,1
C1139,4,6,78.09,0.3148,7.63,95,149.97,0,0
C1140,41,7,133.17,0.2098,2.02,0,146.54,0,1
C1141,22,5,150.14,0.9837,1.42,0,160.11,0,0
C1142,47,10,291.43,0.0161,1.62,0,273.14,0,1
C1143,50,7,174.38,0.1273,0.1,0,179.5,1,1
C1144,49,5,176.73,0.8363,3.2,0,181.38,1,1
C1145,26,4,189.65,0.1382,0.63,0,191.72,1,1
C1146,20,5,219.74,0.2807,12.03,0,215.79,0,0
C1147,45,6,186.34,0.2628,0.08,0,189.07,1,1
C1148,48,7,172.54,0.697,4.6,95,225.53,0,0
C1149,30,4,206.9,0.4112,7.72,0,205.52,0,0
C1150,54,8,44.13,0.8406,0.17,0,75.3,0,1
C1151,9,4,317.12,0.7474,8.38,50,318.7,1,0
C1152,53,2,277.18,0.5311,0.67,0,261.74,1,1
C1153,7,5,167.37,0.2491,1.06,50,198.9,1,0
C1154,10,5,36.96,0.7924,6.12,95,117.07,1,0
C1155,32,3,246.83,0.866,0.85,50,262.46,0,1
C1156,5,8,94.49,0.8363,6.17,0,115.59,0,0
C1157,4,4,192.71,0.0517,0.52,95,241.67,1,0
C1158,1,5,47.37,0.698,3.31,95,125.4,1,0
C1159,27,5,328.11,0.7039,2.23,95,349.99,1,1
C1160,47,4,34.62,0.9431,7.0,0,67.7,0,0
C1161,3,5,155.52,0.2635,2.37,50,189.42,1,0
C1162,39,4,19.77,0.7863,5.45,50,80.82,0,0
C1163,50,11,146.7,0.6891,0.6,0,157.36,0,1
C1164,11,3,115.98,0.8787,0.66,0,132.78,0,1
C1165,10,8,240.97,0.6933,2.4,95,280.28,0,1
C1166,52,4,115.97,0.8525,18.64,0,132.78,1,0
C1167,50,5,241.09,0.3596,1.2,95,280.37,1,1
C1168,33,7,68.07,0.1576,3.34,95,141.96,0,1
C1169,49,7,127.44,0.3634,0.2,0,141.95,0,1
C1170,6,9,129.05,0.8151,0.01,0,143.24,1,1
C1171,24,4,189.65,0.1316,8.54,95,239.22,0,0
C1172,45,5,179.47,0.6379,0.44,0,183.58,0,1
C1173,16,10,207.78,0.9876,7.11,50,231.22,0,0
C1174,45,4,171.35,0.895,4.4,0,177.08,1,1
C1175,31,5,202.91,0.6712,1.53,0,202.33,1,1
C1176,45,3,78.17,0.7926,7.73,0,102.54,0,0
C1177,28,3,181.1,0.1165,5.57,0,184.88,1,0
C1178,23,6,278.66,0.4988,0.12,95,310.43,1,1
C1179,14,4,15.6,0.5319,1.41,0,52.48,0,0
C1180,13,5,189.12,0.7827,1.16,0,191.3,1,0
C1181,45,5,204.14,0.2826,0.6,50,228.31,0,1
C1182,8,7,266.89,0.1065,0.16,95,301.01,1,1
C1183,6,8,208.08,0.6981,4.25,0,206.46,1,0
C1184,11,6,158.03,0.4926,5.72,50,191.42,0,0
C1185,11,6,184.41,0.8423,0.62,0,187.53,1,0
C1186,50,2,91.2,0.4815,1.55,95,160.46,1,1
C1187,25,4,118.96,0.8463,8.07,50,160.17,0,0
C1188,59,2,43.14,0.5078,2.67,95,122.01,1,1
C1189,9,9,268.96,0.7827,0.49,50,280.17,1,1
C1190,40,5,186.01,0.7207,3.26,95,236.31,1,1
C1191,27,1,76.71,0.2661,0.33,0,101.37,1,0
C1192,24,4,171.71,0.3094,3.01,50,202.37,0,0
C1193,53,9,242.75,0.8992,0.8,50,259.2,0,1
C1194,59,5,229.42,0.231,0.32,0,223.54,0,1
C1195,52,6,75.79,0.6975,2.0,95,148.13,1,1
C1196,12,1,100.71,0.1451,2.66,50,145.57,1,0
C1197,14,4,181.63,0.7552,0.3,95,232.8,1,0
C1198,40,7,79.05,0.2233,2.01,0,103.24,0,0
C1199,18,7,199.79,0.5941,1.61,95,247.33,1,1
C1200,44,6,226.02,0.5642,1.25,0,220.82,1,1
C1201,34,6,239.09,0.2035,4.95,95,278.77,1,1
C1202,34,6,289.58,0.4914,1.97,0,271.66,1,1
C1203,50,6,248.91,0.8792,1.3,50,264.13,0,0
C1204,43,6,289.96,0.6805,0.3,0,271.97,0,1
C1205,3,8,260.32,0.9927,0.12,50,273.26,0,1
C1206,4,2,267.3,0.7846,3.93,0,253.84,0,0
C1207,36,11,146.73,0.6435,1.2,95,204.88,0,1
C1208,30,2,46.85,0.5632,4.98,95,124.98,1,1
C1209,16,7,348.58,0.9374,0.04,0,318.86,0,0
C1210,26,8,155.04,0.527,8.32,95,211.53,0,0
C1211,46,9,248.3,0.4027,1.74,50,263.64,0,1
C1212,50,10,105.98,0.8345,1.42,0,124.78,1,1
C1213,34,6,227.11,0.9402,3.1,0,221.69,1,1
C1214,24,1,45.6,0.4789,1.8,0,76.48,0,0
C1215,17,6,117.16,0.1372,25.13,0,133.73,1,0
C1216,32,5,142.13,0.6084,2.06,50,178.7,1,1
C1217,20,7,187.01,0.7409,4.09,50,214.61,1,1
C1218,34,7,235.76,0.3736,1.26,0,228.61,1,1
C1219,41,7,62.47,0.7479,3.88,95,137.48,1,1
C1220,5,2,202.8,0.5311,3.69,0,202.24,1,0
C1221,1,5,248.13,0.3014,4.28,95,286.0,0,0
C1222,14,5,337.67,0.6295,2.15,95,357.64,1,1
C1223,54,5,206.53,0.3889,1.07,50,230.22,0,1
C1224,39,8,113.24,0.7868,0.32,50,155.59,0,1
C1225,11,5,48.26,0.0031,7.77,0,78.61,1,0
C1226,54,3,296.34,0.8182,1.26,95,324.57,1,1
C1227,29,7,208.99,0.3066,0.65,50,232.19,1,1
C1228,29,5,148.24,0.9596,0.41,95,206.09,1,1
C1229,56,5,20.41,0.7592,1.28,0,56.33,1,1
C1230,5,5,75.51,0.241,0.35,50,125.41,1,0
C1231,14,5,200.51,0.9788,0.49,0,200.41,1,0
C1232,36,5,178.31,0.4996,3.01,50,207.65,0,0
C1233,13,12,5.71,0.5229,0.83,50,69.57,0,1
C1234,41,5,200.61,0.9095,12.41,0,200.49,0,0
C1235,14,1,24.53,0.9184,2.96,0,59.62,1,0
C1236,7,7,258.32,0.6969,3.28,0,246.66,1,1
C1237,13,6,166.68,0.9784,1.06,0,173.34,1,1
C1238,26,7,112.93,0.3289,0.7,0,130.34,0,1
C1239,11,9,229.21,0.2323,2.83,0,223.37,1,0
C1240,9,7,178.28,0.0293,5.9,0,182.62,1,0
C1241,52,6,255.99,0.3463,4.19,50,269.79,1,1
C1242,20,6,156.44,0.6026,1.55,50,190.15,0,0
C1243,22,8,161.11,0.3054,1.74,0,168.89,1,1
C1244,4,6,127.18,0.5796,0.29,0,141.74,1,0
C1245,22,8,171.04,0.0484,4.03,50,201.83,1,0
C1246,17,7,285.84,0.3541,2.14,0,268.67,0,1
C1247,37,8,109.78,0.748,5.78,0,127.82,0,1
C1248,13,7,201.84,0.1043,0.82,0,201.47,0,0
C1249,53,10,79.56,0.7148,3.15,95,151.15,0,1
C1250,56,5,15.34,0.7633,8.97,0,52.27,1,0
C1251,7,8,166.6,0.5688,0.09,95,220.78,1,1
C1252,7,9,179.63,0.8861,1.95,0,183.7,1,1
C1253,8,6,141.2,0.9546,0.45,0,152.96,0,1
C1254,38,8,30.32,0.0347,4.68,0,64.26,0,0
C1255,8,2,174.34,0.6791,0.63,50,204.47,1,0
C1256,51,6,171.31,0.2372,3.69,50,202.05,1,1
C1257,46,9,78.9,0.4082,3.68,50,128.12,1,1
C1258,49,7,41.72,0.6232,4.78,95,120.88,1,1
C1259,32,8,129.81,0.7123,2.23,50,168.85,1,1
C1260,60,10,202.23,0.8402,0.09,0,201.78,1,1
C1261,4,4,183.33,0.7054,0.06,50,211.66,1,0
C1262,25,3,79.53,0.7774,6.43,0,103.62,0,0
C1263,20,8,160.95,0.5991,6.89,50,193.76,0,1
C1264,57,9,220.97,0.1171,5.83,95,264.28,1,0
C1265,35,6,56.19,0.0214,2.66,0,84.95,0,0
C1266,49,4,155.05,0.5298,5.1,0,164.04,0,0
C1267,11,9,257.17,0.7155,0.6,50,270.74,0,0
C1268,59,6,48.01,0.1089,0.79,0,78.41,1,0
C1269,30,6,242.44,0.4293,1.25,0,233.95,0,1
C1270,30,9,279.53,0.2562,3.99,50,288.62,1,0
C1271,58,4,132.22,0.5671,2.16,0,145.78,1,1
C1272,23,7,122.56,0.3905,4.52,0,138.05,1,0
C1273,24,5,232.65,0.2015,1.42,50,251.12,0,1
C1274,36,7,135.11,0.0044,4.46,0,148.09,1,1
C1275,9,6,38.25,0.3215,3.62,0,70.6,1,0
C1276,20,7,142.1,0.5162,6.69,95,201.18,0,0
C1277,12,4,187.63,0.9292,1.41,0,190.1,1,1
C1278,7,3,209.21,0.2275,3.38,0,207.37,0,0
C1279,52,8,79.55,0.5123,6.92,95,151.14,1,0
C1280,36,10,128.42,0.5665,5.55,0,142.74,1,1
C1281,22,6,228.15,0.6492,0.26,95,270.02,1,1
C1282,25,1,145.2,0.3286,5.31,50,181.16,1,0
C1283,26,8,27.7,0.0995,6.66,50,87.16,0,1
C1284,38,8,249.01,0.9214,1.22,0,239.21,1,1
C1285,56,5,132.87,0.9528,2.28,0,146.3,1,1
C1286,56,6,237.3,0.4382,1.39,95,277.34,0,1
C1287,24,3,38.36,0.5806,3.95,0,70.69,1,0
C1288,20,4,140.32,0.029,7.92,50,177.26,1,0
C1289,28,11,190.78,0.0472,1.61,95,240.12,0,1
C1290,35,8,143.03,0.0767,2.32,50,179.42,1,1
C1291,28,6,55.36,0.7387,0.46,0,84.29,0,0
C1292,40,13,40.94,0.2272,1.91,50,97.75,0,1
C1293,34,11,271.86,0.1844,1.08,50,282.49,0,0
C1294,20,10,169.84,0.0083,1.81,0,175.87,0,1
C1295,21,6,243.34,0.0229,3.95,95,282.17,0,0
C1296,23,3,224.29,0.4054,4.79,0,219.43,0,1
C1297,7,7,197.75,0.5417,0.33,95,245.7,1,1
C1298,11,9,124.29,0.5791,5.99,0,139.43,0,1
C1299,44,11,189.18,0.4579,0.35,0,191.34,1,1
C1300,24,10,264.6,0.4596,2.91,50,276.68,0,1
C1301,14,5,156.64,0.7531,5.01,0,165.31,0,0
C1302,34,12,302.14,0.2896,2.54,0,281.71,1,1
C1303,46,6,30.05,0.2377,5.68,0,64.04,0,0
C1304,16,6,21.45,0.8543,1.02,95,104.66,0,1
C1305,50,5,229.05,0.6893,5.58,0,223.24,1,1
C1306,56,7,84.5,0.4769,1.83,50,132.6,0,0
C1307,36,6,313.47,0.2754,2.82,50,315.78,0,0
C1308,40,11,256.99,0.1366,5.54,50,270.59,1,1
C1309,4,4,277.01,0.0374,1.1,0,261.61,0,0
C1310,57,3,220.75,0.8524,3.9,0,216.6,1,1
C1311,24,7,76.27,0.5934,0.89,95,148.52,0,0
C1312,56,5,17.25,0.0458,2.51,50,78.8,0,1
C1313,35,8,269.62,0.1586,1.47,95,303.2,0,0
C1314,1,4,30.03,0.2796,1.11,50,89.02,0,0
C1315,3,4,276.79,0.2631,7.85,95,308.93,1,0
C1316,41,10,203.57,0.5484,1.53,95,250.36,1,1
C1317,34,3,143.9,0.3994,1.04,0,155.12,1,0
C1318,3,3,185.36,0.8822,0.34,95,235.79,0,0
C1319,45,3,187.22,0.7194,6.32,0,189.78,1,1
C1320,51,6,133.81,0.9107,3.23,0,147.05,1,1
C1321,30,6,264.05,0.8628,3.2,0,251.24,0,1
C1322,28,9,261.31,0.9214,0.13,0,249.05,0,1
C1323,1,2,162.45,0.98,0.36,0,169.96,0,0
C1324,47,5,102.0,0.3117,5.76,50,146.6,0,1
C1325,21,7,254.48,0.2097,0.9,50,268.58,0,0
C1326,53,3,11.8,0.1652,0.47,95,96.94,0,0
C1327,23,3,185.51,0.6281,0.34,0,188.41,1,0
C1328,34,7,209.17,0.681,2.04,0,207.34,0,0
C1329,17,2,83.73,0.0878,0.86,50,131.98,0,0
C1330,10,7,227.9,0.8211,3.0,50,247.32,1,1
C1331,47,6,147.89,0.7831,4.84,95,205.81,1,0
C1332,30,8,106.34,0.6285,7.27,0,125.07,0,0
C1333,33,6,227.06,0.4356,1.8,0,221.65,0,0
C1334,58,6,63.15,0.1537,0.94,95,138.02,1,0
C1335,58,3,219.54,0.5056,2.37,0,215.63,0,1
C1336,51,6,8.59,0.1592,2.16,50,71.87,1,1
C1337,12,4,172.86,0.605,8.05,0,178.29,1,0
C1338,36,4,153.51,0.31,4.78,0,162.81,1,1
C1339,53,3,106.82,0.2473,0.66,95,172.96,1,1
C1340,23,4,181.17,0.4411,5.56,0,184.94,1,1
C1341,7,8,143.63,0.5807,0.83,0,154.9,1,1
C1342,49,15,234.38,0.3675,3.74,50,252.5,0,1
C1343,29,5,194.81,0.9636,2.86,0,195.85,0,0
C1344,34,2,186.22,0.0059,3.01,0,188.98,0,0
C1345,59,6,173.35,0.9129,0.52,50,203.68,1,1
C1346,37,7,112.23,0.0007,1.64,0,129.78,0,1
C1347,26,2,125.86,0.2167,2.29,50,165.69,1,0
C1348,23,5,169.86,0.9964,3.97,0,175.89,0,1
